"ProjectID","EPGeoName","lat","lng","Ward","Constituency","County","Project Cost Yearly Breakdown (KES)","Total Project Cost (KES)","Approval Date ","Start Date (Planned)","Start Date (Actual)","End Date (Planned)","End Date (Actual)","Duration","Duration (Months)","Project Title","Project Description","Project Objectives","NG Programme","Vision 2030 Flagship Ministry","Vision 2030 Flagship Project/Programme","Implementing Agency","Implementation Status","MTEF Sector","Work Plan Progress (%) "
"2014/054677","Unspecified",0.092344,38.142997,,"IGEMBE SOUTH","MERU",3000000,3000000,"10/27/2006 12:00:00 AM","02/01/2014 12:00:00 AM",,"06/30/2017 12:00:00 AM",,"40 months 29 days","40 months","Rehabilitation Of Dormitories In Six Yps","TO REHABILITATE DORMITORIES IN 6 YP'S","TO MAKE THE ENVIRONMENT CONDUCIVE FOR LEARNING","050100 - Primary Education","Unspecified","Unspecified","1062 - State Department for Science and Technology","Planned","Education",0
"2014/054685","Unspecified",0.092344,38.142997,,"IGEMBE SOUTH","MERU",18000000,18000000,"10/27/2006 12:00:00 AM","02/27/2014 12:00:00 AM",,"06/30/2015 12:00:00 AM",,"16 months 3 days","16 months","Rehabilitation of Ahero, Tharaka and Nyambeni Hospitals","TO REHABILITATE AND EQUIP THE aHERO, THARAKA AND NYAMBENI HOSPITALS","TO ENABLE THE HOSPITALS HANDLE THE LARGE NUMBER OF PATIENTS","040200 - Curative Health Services","Unspecified","Unspecified","1081 - Ministry of Health","Planned","Health",0
"2013/054467","Unspecified",0.092344,38.142997,,"IGEMBE SOUTH","MERU",,,,,,,,,,,,,,,,,,,0
"2014/054907","Unspecified",0.092344,38.142997,,"IGEMBE SOUTH","MERU",,,,,,,,,,,,,,,,,,,0
"2014/054911","Unspecified",0.092344,38.142997,,"IGEMBE SOUTH","MERU",,,,,,,,,,,,,,,,,,,0
"2014/054919","Unspecified",0.092344,38.142997,,"IGEMBE SOUTH","MERU",,,,,,,,,,,,,,,,,,,0
"2013/054493","Unspecified",0.0880568907,37.6225901336,"MUNICIPALITY","NORTH IMENTI","MERU",,,,,,,,,,,,,,,,,,,0
"2013/054494","Unspecified",0.0880568907,37.6225901336,"MUNICIPALITY","NORTH IMENTI","MERU",,,,,,,,,,,,,,,,,,,0
"2014/055066","Unspecified",0.0880568907,37.6225901336,"MUNICIPALITY","NORTH IMENTI","MERU",,,,,,,,,,,,,,,,,,,0
"2014/055384","Unspecified",0.0880568907,37.6225901336,"MUNICIPALITY","NORTH IMENTI","MERU",,,,,,,,,,,,,,,,,,,0
"2012/053369","Unspecified",0.077624602,36.1611355865,"SOLAI","RONGAI","NAKURU",6753355705,8104026846,"12/22/2012 12:00:00 AM","12/31/2012 12:00:00 AM","06/12/2007 12:00:00 AM","12/31/2018 12:00:00 AM",,"120 months 25 days","120 months","Judicial Preformance Improvement Project (JPIP)","Improve the performance of judiciary to provide its services in the project areas in a more effective and accountable manner.
Project has four components:
i) Court Administration and Case Management
ii) Judiciary Training and Staff Development
iii) Court","To improve the performance of the Judiciary to provide its services in the Project areas in a more effective and accountable manner.","060700 - Constitutional Reforms","Office of The Attorney General and Department of Justice","Constitutional Reform","1261 - The Judiciary","Ongoing","Governance, Justice, Law and Order (GJLOS)",0
"2012/054013","Unspecified",0.076529,33.996338,,"BUDALANGI","BUSIA",1780219782,2967032967,"10/18/2010 12:00:00 AM","10/01/2010 12:00:00 AM","01/10/2010 12:00:00 AM","05/04/2016 12:00:00 AM",,"67 months 3 days","67 months","Programme For Agriculture And Livelihoods In Western Communities","Imrpoving the living standards of the poor by strnegthening the capacity of rural population to influence structure and processes affecting them. Areas covered include: Teso, Busia, Samia, Butula, Nambale, and Bunyala.","To contribute to poverty reduction in selcted districts in Western Kenya.","070600 - Economic Policy and National Planning","Unspecified","Unspecified","103 - Ministry of Devolution and Planning; 1031 - State Department for Planning","Ongoing","Public Administration and International Relations (PAIR)",0
"2014/054812","Unspecified",0.064756,35.163412,,"NANDI HILLS","NANDI",531024498,1593073494,"03/21/2012 12:00:00 AM","05/09/2012 12:00:00 AM","07/06/2012 12:00:00 AM","12/28/2013 12:00:00 AM",,"19 months 19 days","19 months","Construction Of Mosoriot- Chepterwai- Kapkatembu- Kipkaren River (D289/D288) Roads. Phase 1: Mosoriot- Kaiboi(D289) Road Project","This contract covers phase 1 of the construction of Mosoriot- Chepterwai- kapkatembu- Kipkaren river (D289/D297/D288) roads.
It is located in Mosop constituency within Nandi County and is approximately 22 km in length.
The project road starts at Mosoriot","To provide acccess to efficient transportation of trade goods to markets.","020200 - Road Transport","Unspecified","Unspecified","109 - Ministry of Transport and Infrastructure","Ongoing","Energy, Infrastructure and ICT",0
"2014/054880","Unspecified",0.064756,35.163412,,"NANDI HILLS","NANDI",667853296,1335706592,"02/15/2012 12:00:00 AM","08/14/2012 12:00:00 AM",,"02/14/2014 12:00:00 AM",,"18 months 0","18 months","CONSTRUCTION OF CHEPTERIT - BARATON - KIMONDI ROAD (C37)","The project road measures approximately 13 km in length and is located in Nandi Central district of Nandi county. 
The project road branches off from road C39 (Kapsabet-Eldoret Road) at Chepterit market where it takes a gentle climb approximately 5% befo","To open up the area for efficient trade and commerce.","020200 - Road Transport","Unspecified","Unspecified","133 - MOR - Kenya National Highway Authority","Ongoing","Energy, Infrastructure and ICT",0
"2014/054972","Unspecified",0.064756,35.163412,,"NANDI HILLS","NANDI",667853296,1335706592,"06/15/2012 12:00:00 AM","07/15/2012 12:00:00 AM",,"01/15/2014 12:00:00 AM",,"18 months 0","18 months","CONSTRUCTION OF CHEPTERIT-BARATON-KIMONDI  ROAD (C37).","IS PART OF CLASSIFIED ROAD C37,IT MEASURES 13.35KM AND IT LIES IN NANDI CENTRAL DISTRICT OF NANDI COUNTY OF THE FORMER RIFT VALLEY PROVINCE.","TO FACILITATE TRADE AND COMMERCE IN NANDI COUNTY.","020200 - Road Transport","Unspecified","Unspecified","133 - MOR - Kenya National Highway Authority","Ongoing","Energy, Infrastructure and ICT",0
"2014/055084","Unspecified",0.064756,35.163412,,"NANDI HILLS","NANDI",,,,,,,,,,,,,,,,,,,0
"2014/054867","Unspecified",0.064029,39.201365,,"BALAMBALA","GARISSA",363397133,1090191399,"02/07/2012 12:00:00 AM","03/08/2012 12:00:00 AM","08/03/2012 12:00:00 AM","03/21/2014 12:00:00 AM",,"24 months 13 days","24 months","Modika-Nuno (C81)","This road project is situated in Garrissa County and involves upgrading of 12 KM of the Modika - Nuno road.","To open up the area for efficient trade and commerce.","020200 - Road Transport","Unspecified","Unspecified","133 - MOR - Kenya National Highway Authority","Ongoing","Energy, Infrastructure and ICT",0
"2010/052226","Unspecified",0.063188,40.37285,,"DADAAB","GARISSA",1951030929,2341237113,"03/30/2009 12:00:00 AM","06/30/2009 12:00:00 AM",,"12/31/2015 12:00:00 AM",,"78 months 1 day","78 months","Miti Mingi Maisha Bora- Phase II","ENSURE THE THE FOREST SECTOR CONTRIBUTES EFFECTIVELY AND SUSTAINABLY TO IMPROVE THE LIVES OF THE POOR, RESTORING THE ENVIRONMENT AND AIDING THE ECONOMIC RECOVERY AND GROWTH OF KENYA, WITHIN THE CONTEXT OF VISION 2030.","TO REDUCE POVERTY THROUGH ENSURING THE THE FOREST SECTOR CONTRIBUTES EFFECTIVELY AND SUSTAINABLY TO IMPROVE THE LIVES OF THE POOR,RESTORING THE ENVIRONMENT AND AIDING THE ECONOMIC RECOVERY AND GROWTH OF KENYA, WITHIN THE CONTEXT OF VISION 2030. WORKING T","100100 - General Administration Planning and Support Services","Unspecified","Unspecified","110 - Ministry of Environment Water and Natural Resources; 116 - MOAL&F - Kenya Forestry Service; 1101 - State Department for Environment  and Natural Resources","Ongoing","Environmental Protection, Water and Natural Resources",0
"2010/052276","Unspecified",0.063188,40.37285,,"DADAAB","GARISSA",,203000000,"02/18/2010 12:00:00 AM","07/08/2010 12:00:00 AM",,"06/30/2015 12:00:00 AM",,"59 months 22 days","59 months","Infrastructure Support For NEP","Construction/rehabilitation of physical facilties in primary schools in NEP","To reduce regional and gender disparity","050100 - Primary Education","Unspecified","Unspecified","106 - Ministry of Education","Ongoing","Education",0
"2014/054867","Unspecified",0.063188,40.37285,,"DADAAB","GARISSA",363397133,1090191399,"02/07/2012 12:00:00 AM","03/08/2012 12:00:00 AM","08/03/2012 12:00:00 AM","03/21/2014 12:00:00 AM",,"24 months 13 days","24 months","Modika-Nuno (C81)","This road project is situated in Garrissa County and involves upgrading of 12 KM of the Modika - Nuno road.","To open up the area for efficient trade and commerce.","020200 - Road Transport","Unspecified","Unspecified","133 - MOR - Kenya National Highway Authority","Ongoing","Energy, Infrastructure and ICT",0
"2014/054984","Unspecified",0.063188,40.37285,,"WAJIR WEST","WAJIR",,,,,,,,,,,,,,,,,,,0
"2014/055382","Unspecified",0.0583255021,34.2764313492,"SIAYA TOWNSHIP","ALEGO USONGA","SIAYA",14000000,14000000,"02/10/2012 12:00:00 AM","02/10/2012 12:00:00 AM",,"06/30/2014 12:00:00 AM",,"28 months 20 days","28 months","CONSTRUCTION OF A MODERN PUBLIC EMPLOYMENT SERVICES OFFICE BLOCK IN SIAYA SUB COUNTY OF SIAYA COUNTY","THE DEPARTMENT HAS PUT UP A MODERN OFFICE BLOCK WITH 10 ROOMS IN SIAYA SUB COUNTY OF SIAYA COUNTY. THE OFFICE BLOCK IS BEHIND THE COUNTY COMMISSIONERS FFICE BLOCK, BUT WITHIN THE COUNTY COMMISIONERS COMPOUND.","THE OBJECTIVE OF THE PROJECT IS IMPROVE SERVIES DELIVARY TO OUR CLIENTS, EMPLOYES AND JOBSEEKERS. THE PROJECT WILL ENALBE THE DELARTMENT HAVE ENOUGH SPACE AND WELL KEPT OFFICES TO SERVE THE MEMBERS OF THE PUBLIC FROM","090700 - Manpower Development, Employment and Productivity Management","Unspecified","Unspecified","1141 - Ministry of Labour Social Security and Services","Ongoing","Social Protection, Culture and Recreation",20
"2014/055031","Unspecified",0.0583255021,34.2764313492,"SIAYA TOWNSHIP","ALEGO USONGA","SIAYA",,,,,,,,,,,,,,,,,,,0
"2014/054985","Unspecified",0.0558935577,40.2827540626,"DADAAB","DAADAB","GARISSA",,,,,,,,,,,,,,,,,,,0
"2014/054694","Unspecified",0.05456,37.716816,,"NORTH IMENTI","MERU",,,,,,,,,,,,,,,,,,,0
"2014/055024","Unspecified",0.0524877615,34.7189977466,"CENTRAL MARAGOLI","VIHIGA","VIHIGA",,,,,,,,,,,,,,,,,,,0
"2013/054477","Unspecified",0.032651,34.692958,,"VIHIGA","VIHIGA",,,,,,,,,,,,,,,,,,,0
"2014/055083","Unspecified",0.032651,34.692958,,"VIHIGA","VIHIGA",,,,,,,,,,,,,,,,,,,0
"2014/055139","Unspecified",0.032651,34.692958,,"VIHIGA","VIHIGA",,,,,,,,,,,,,,,,,,,0
"2014/055388","Unspecified",0.0319245983,37.0874835537,"NANYUKI","LAIKIPIA EAST","LAIKIPIA",,,,,,,,,,,,,,,,,,,0
"2010/052263","Nation Wide - Kenya",0.0298896381,34.6645903741,"MUNGOMA","VIHIGA","VIHIGA",2142000000,2142000000,"02/23/2009 12:00:00 AM","07/01/2010 12:00:00 AM",,"06/30/2016 12:00:00 AM",,"71 months 29 days","71 months","Community Empowerement And Institutional Support Project (CEISP)","The project comprises of two components; 
i) Capacity building component which aims at developing the capacity of communities and other local level stakeholders to make better, more focused and equitable use of resources made available through Devolved f","The project objective is to help empower poor communities to access socio-economic services in order to reduce poverty and to improve the management of local socio-economic development.","070600 - Economic Policy and National Planning","Unspecified","Unspecified","103 - Ministry of Devolution and Planning; 1031 - State Department for Planning","Ongoing","Public Administration and International Relations (PAIR)",0
"2014/054783","Unspecified",0.027239,35.312177,,"TINDERET","NANDI",1900000000,1900000000,"03/19/2014 12:00:00 AM","04/09/2014 12:00:00 AM",,"12/31/2017 12:00:00 AM",,"44 months 22 days","44 months","Kenya Cereal Enhancement Programme (KCEP)","The Programme  will benefit 100 000 smallholders whose livelihoods revolve around maize, sorghum and millet","To increase incomes and reduce poverty among rural households","010800 - Crop Development and Management","Unspecified","Unspecified","1161 - State Department for Agriculture","Ongoing","Agriculture, Rural and Urban Development (ARUD)",0
"2010/052426","Unspecified",0.027239,35.312177,,"TINDERET","NANDI",,,,,,,,,,,,,,,,,,,0
"2014/055101","Unspecified",0.027239,35.312177,,"TINDERET","NANDI",,,,,,,,,,,,,,,,,,,0
"2014/054668","Unspecified",0.020846,35.715956,,"ELDAMA RAVINE","BARINGO",,,,,,,,,,,,,,,,,,,0
"2013/054124","Unspecified",-0.0119462194,36.2082340233,"SUBUKIA","SUBUKIA","NAKURU",318750000,637500000,"01/06/2012 12:00:00 AM","07/02/2012 12:00:00 AM",,"12/31/2017 12:00:00 AM",,"65 months 29 days","65 months","MENENGAI GEOTHERMAL DEVELOPMENT PROJECT - SREP LOAN","Project aims to develop the Menengai  geothermal steam field.The scope of the project is limited to the financing of the upstream actitivities involving the development of the steam field and production of steam","Project aims to develop the Menengai  geothermal steam field in order to provide an additional transmission capacity to the National grid and thus address the increased power demand by ensuring that there is adequate, reliable, quality, affordable, susta","021400 - Alternative Energy Technologies","Unspecified","Unspecified","1151 - Ministry of Energy & Petroleum","Ongoing","Energy, Infrastructure and ICT",0
"2013/054606","Unspecified",-0.0119462194,36.2082340233,"SUBUKIA","SUBUKIA","NAKURU",,,,,,,,,,,,,,,,,,,0
"2010/052313",0,-0.014167,36.186363,,"SUBUKIA","NAKURU",1576546224,2837783200,"01/28/2005 12:00:00 AM","03/31/2006 12:00:00 AM","03/07/2006 12:00:00 AM","06/29/2018 12:00:00 AM",,"146 months 24 days","146 months","Green Zones Development Support Project","Has four main components 
i) Natural Forest Conservation- Paricipatory natural forests management, restoratoration of county council hilltops and watersheds
ii) Buffer Belt Watershed Management -Reforestation of 5000 ha of natural forests, plant 5000  ha","The overall goal of the project is to contribute to poverty reduction and improvement of forest cover for water and biodiversity conservation in Kenya. 

The specific objective of the project is to promote forest regeneration and conservation for environ","100200 - Environment Management and Protection; 010800 - Crop Development and Management","Unspecified","Unspecified","110 - Ministry of Environment Water and Natural Resources; 116 - Ministry of Agriculture, Livestock and Fisheries; 1101 - State Department for Environment  and Natural Resources; 1161 - State Department for Agriculture","Ongoing","Agriculture, Rural and Urban Development (ARUD)",0
"2014/054636","Unspecified",-0.0230843783,34.1222467416,"YIMBO EAST","BONDO","SIAYA",23200000,23200000,"10/27/2006 12:00:00 AM","02/01/2014 12:00:00 AM",,"06/30/2017 12:00:00 AM",,"40 months 29 days","40 months","Lucy Onono Kinda Umala Youth Polytechnic","CONSTRUCTION OF THREE TWIN WORKSHOPS AND PROVISION OF EQUIPMENT","TO ENSURE THAT THE YOUTH ARE OPROVIDED WITH SKILLS TO PROVIDE FOR THEMSELVES","050100 - Primary Education","Unspecified","Unspecified","1062 - State Department for Science and Technology","Ongoing","Education",0
"2014/054678","Unspecified",-0.0230843783,34.1222467416,"YIMBO EAST","BONDO","SIAYA",13900000,13900000,"10/27/2006 12:00:00 AM","02/25/2014 12:00:00 AM",,"06/30/2017 12:00:00 AM",,"40 months 5 days","40 months","Capacity Building In 18yp'S","TO BUILD THE CAPACITY OF INSTRUCTORS IN 18 YPS BEING ASSISTED THROUGH KIDDP","TO IMPROVE THE QUALITY OF TECHNICAL SKILLS OF THE INSTRUCTORS","050100 - Primary Education","Unspecified","Unspecified","1062 - State Department for Science and Technology","Planned","Education",0
"2014/054679","Unspecified",-0.0230843783,34.1222467416,"YIMBO EAST","BONDO","SIAYA",9300000,9300000,"10/27/2006 12:00:00 AM","02/25/2014 12:00:00 AM",,"06/30/2017 12:00:00 AM",,"40 months 5 days","40 months","Scholarships For Students In 18yps","TO EXTEND SCHOLARSHIPS TO NEEDY STUDENTS IN THE YPs BEING FUNDED THROUGH kiddp","TO HELP NEEDY STUDENTS TO ACQUIRE EDUCATION THROUGH SCHOLARSHIPS","050100 - Primary Education","Unspecified","Unspecified","1062 - State Department for Science and Technology","Planned","Education",0
"2011/053010","Unspecified",-0.0257101178,34.7914200685,"KAJULU","KISUMU EAST","KISUMU",1760000000,2200000000,"09/25/2009 12:00:00 AM","01/01/2010 12:00:00 AM","01/08/2011 12:00:00 AM","09/30/2015 12:00:00 AM",,"68 months 29 days","68 months","Complementary Funding For &Nbsp;Kisumu Water And Sewerage","The project entails:
-Rehabilitation of Dunga pumping facility as well as transmission and distribution means and pilot development in informal settlements (Nyalenda area).
-Construction DN 500 Raw Water Transmission Pipeline of length 1095m together 
wi","The projects aims at rehabilitating and extensions of water and sewerage infrastructure for Kisumu city.","100400 - Water Resources Management","Unspecified","Unspecified","110 - Ministry of Environment Water and Natural Resources; 1102 - State Department for Water and Regional Authorities.","Ongoing","Environmental Protection, Water and Natural Resources",0
